Tipo Producto,Nombre Producto,Subproducto,Nombre Subproducto,ID Cliente 2
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000134367
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000181189
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000263635
1,Tarjeta Credito Visa,6,PLTUM,10000196751
1,Tarjeta Credito Visa,61,CENS CL,10000109514
12,Tarjeta Visa,36,VIS PLAV,10000161462
4,Cuenta de Ahorro,33,CUENTA FIEL,10000296870
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000117662
12,Tarjeta Visa,36,VIS PLAV,10000319386
1,Tarjeta Credito Visa,96,VIS CL CRO,10000232582
2,Tarjeta credito Master,44,MMBL,10000054981
2,Tarjeta credito Master,9,MSCLS,10000300186
1,Tarjeta Credito Visa,62,CENS G,10000223528
2,Tarjeta credito Master,29,MASPLAD,10000091500
3,Prestamos,454,ADMON CART CASTIGADA,10000330981
2,Tarjeta credito Master,3,MC,10000317073
9,TD M Tarjeta Debito Master,525358,MTRO,10000131239
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000033517
1,Tarjeta Credito Visa,2,VIS OR,10000132545
4,Cuenta de Ahorro,33,CUENTA FIEL,10000017296
12,Tarjeta Visa,36,VIS PLAV,10000208851
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000158594
1,Tarjeta Credito Visa,1,VIS CL,10000236318
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000139330
3,Prestamos,732,Rotativo,10000289358
1,Tarjeta Credito Visa,97,VORCL,10000206046
2,Tarjeta credito Master,56,CLAS TP,10000019996
200,Productos Banco SFC,210,Créditos comerciales,10000113011
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000059868
3,Prestamos,903,Cartera Castigada Uvr Prod 441,10000274525
3,Prestamos,702,One Plus,10000080824
1,Tarjeta Credito Visa,61,CENS CL,10000230944
3,Prestamos,705,Credicheque (RC) - BAU,10000195738
9,TD M Tarjeta Debito Master,525358,MTRO,10000336875
12,Tarjeta Visa,36,VIS PLAV,10000147853
12,Tarjeta Visa,21,VIS INTE AV,10000229574
1,Tarjeta Credito Visa,1,VIS CL,10000035499
3,Prestamos,705,Credicheque (RC) - BAU,10000198132
1,Tarjeta Credito Visa,62,CENS G,10000319819
1,Tarjeta Credito Visa,62,CENS G,10000251166
4,Cuenta de Ahorro,42,CTA AH SAVING ESPECIAL5,10000060103
3,Prestamos,743,CONSUMO VEHICULO,10000357494
9,TD M Tarjeta Debito Master,525358,MTRO,10000060380
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000025603
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000142111
2,Tarjeta credito Master,3,MC,10000287321
1,Tarjeta Credito Visa,61,CENS CL,10000324524
12,Tarjeta Visa,21,VIS INTE AV,10000208299
2,Tarjeta credito Master,74,MASORCL,10000232538
12,Tarjeta Visa,21,VIS INTE AV,10000048156
12,Tarjeta Visa,36,VIS PLAV,10000236023
4,Cuenta de Ahorro,33,CUENTA FIEL,10000143212
12,Tarjeta Visa,21,VIS INTE AV,10000206493
3,Prestamos,741,Libre Inversion,10000138155
12,Tarjeta Visa,36,VIS PLAV,10000023016
12,Tarjeta Visa,36,VIS PLAV,10000038398
1,Tarjeta Credito Visa,61,CENS CL,10000128663
2,Tarjeta credito Master,79,OLM,10000322696
1,Tarjeta Credito Visa,70,VIS BAS TEL,10000324071
1,Tarjeta Credito Visa,62,CENS G,10000288586
90,No Vinculados,90,no vinculados,10000188751
1,Tarjeta Credito Visa,62,CENS G,10000320932
1,Tarjeta Credito Visa,1,VIS CL,10000252645
4,Cuenta de Ahorro,19,Cuenta de ahorros,10000130143
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000321247
12,Tarjeta Visa,36,VIS PLAV,10000106638
3,Prestamos,705,Credicheque (RC) - BAU,10000314671
1,Tarjeta Credito Visa,1,VIS CL,10000352914
3,Prestamos,705,Credicheque (RC) - BAU,10000200257
3,Prestamos,705,Credicheque (RC) - BAU,10000191211
4,Cuenta de Ahorro,115,CTA AH SAVING ESPECIAL5,10000026342
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006007
3,Prestamos,732,Rotativo,10000301159
12,Tarjeta Visa,36,VIS PLAV,10000052991
2,Tarjeta credito Master,4,MOR,10000135207
12,Tarjeta Visa,36,VIS PLAV,10000288040
1,Tarjeta Credito Visa,6,PLTUM,10000154368
2,Tarjeta credito Master,3,MC,10000025524
2,Tarjeta credito Master,3,MC,10000243077
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000309920
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000223238
12,Tarjeta Visa,36,VIS PLAV,10000044505
12,Tarjeta Visa,36,VIS PLAV,10000080889
4,Cuenta de Ahorro,33,CUENTA FIEL,10000154296
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000335078
4,Cuenta de Ahorro,33,CUENTA FIEL,10000117876
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000137543
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000354592
1,Tarjeta Credito Visa,1,VIS CL,10000228540
12,Tarjeta Visa,21,VIS INTE AV,10000061463
12,Tarjeta Visa,21,VIS INTE AV,10000038313
2,Tarjeta credito Master,74,MASORCL,10000089454
12,Tarjeta Visa,36,VIS PLAV,10000125731
2,Tarjeta credito Master,7,PLTUM,10000232243
12,Tarjeta Visa,36,VIS PLAV,10000018116
1,Tarjeta Credito Visa,73,VIS SIG,10000130376
2,Tarjeta credito Master,83,MCLASH,10000266753
1,Tarjeta Credito Visa,61,CENS CL,10000186380
1,Tarjeta Credito Visa,62,CENS G,10000325923
12,Tarjeta Visa,59,VIS GA,10000033544
12,Tarjeta Visa,21,VIS INTE AV,10000004246
1,Tarjeta Credito Visa,94,VLNCLAS,10000137901
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000282281
3,Prestamos,741,Libre Inversion,10000002375
4,Cuenta de Ahorro,33,CUENTA FIEL,10000142188
3,Prestamos,732,Rotativo,10000277145
12,Tarjeta Visa,36,VIS PLAV,10000029325
1,Tarjeta Credito Visa,62,CENS G,10000125653
4,Cuenta de Ahorro,33,CUENTA FIEL,10000035994
12,Tarjeta Visa,36,VIS PLAV,10000313234
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000061407
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000157608
4,Cuenta de Ahorro,111,CTA AH SAVING ESPECIAL1,10000147256
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000322664
4,Cuenta de Ahorro,126,Cuenta,10000025340
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000278208
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000158576
2,Tarjeta credito Master,28,MASTERCARD BÁSICA,10000093794
12,Tarjeta Visa,36,VIS PLAV,10000183827
1,Tarjeta Credito Visa,61,CENS CL,10000076457
12,Tarjeta Visa,36,VIS PLAV,10000147793
12,Tarjeta Visa,36,VIS PLAV,10000343958
2,Tarjeta credito Master,7,PLTUM,10000077656
2,Tarjeta credito Master,71,ORPAN,10000217148
3,Prestamos,741,Libre Inversion,10000302069
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000285700
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000319520
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000062695
1,Tarjeta Credito Visa,62,CENS G,10000319418
2,Tarjeta credito Master,79,OLM,10000080282
4,Cuenta de Ahorro,33,CUENTA FIEL,10000138800
1,Tarjeta Credito Visa,94,VLNCLAS,10000270277
1,Tarjeta Credito Visa,96,VIS CL CRO,10000099282
1,Tarjeta Credito Visa,1,VIS CL,10000095267
12,Tarjeta Visa,36,VIS PLAV,10000240691
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000138065
2,Tarjeta credito Master,7,PLTUM,10000019961
12,Tarjeta Visa,36,VIS PLAV,10000144729
1,Tarjeta Credito Visa,73,VIS SIG,10000311925
3,Prestamos,741,Libre Inversion,10000159096
1,Tarjeta Credito Visa,62,CENS G,10000236725
12,Tarjeta Visa,21,VIS INTE AV,10000215318
1,Tarjeta Credito Visa,60,ORCAF,10000085022
1,Tarjeta Credito Visa,62,CENS G,10000045634
2,Tarjeta credito Master,53,MOYAHA,10000100498
1,Tarjeta Credito Visa,61,CENS CL,10000241526
12,Tarjeta Visa,36,VIS PLAV,10000018355
1,Tarjeta Credito Visa,2,VIS OR,10000310212
12,Tarjeta Visa,36,VIS PLAV,10000034299
3,Prestamos,798,Cartera vendida consumo,10000200770
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003873
3,Prestamos,798,Cartera vendida consumo,10000274055
12,Tarjeta Visa,36,VIS PLAV,10000205354
12,Tarjeta Visa,21,VIS INTE AV,10000022694
1,Tarjeta Credito Visa,62,CENS G,10000186194
1,Tarjeta Credito Visa,97,VORCL,10000280146
1,Tarjeta Credito Visa,61,CENS CL,10000142426
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004192
12,Tarjeta Visa,36,VIS PLAV,10000017573
3,Prestamos,756,Unificaciones consumo,10000342796
4,Cuenta de Ahorro,33,CUENTA FIEL,10000131162
1,Tarjeta Credito Visa,94,VLNCLAS,10000149350
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000201995
2,Tarjeta credito Master,7,PLTUM,10000115957
2,Tarjeta credito Master,79,OLM,10000137532
12,Tarjeta Visa,36,VIS PLAV,10000041153
1,Tarjeta Credito Visa,6,PLTUM,10000303983
2,Tarjeta credito Master,73,Master Clásica Claro,10000323961
12,Tarjeta Visa,36,VIS PLAV,10000254367
3,Prestamos,705,Credicheque (RC) - BAU,10000046320
9,TD M Tarjeta Debito Master,525358,MTRO,10000210387
1,Tarjeta Credito Visa,62,CENS G,10000154696
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000213605
2,Tarjeta credito Master,4,MOR,10000215553
1,Tarjeta Credito Visa,62,CENS G,10000243784
4,Cuenta de Ahorro,29,AHORROS PLAN LOGRO,10000179525
1,Tarjeta Credito Visa,62,CENS G,10000326367
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000017249
12,Tarjeta Visa,21,VIS INTE AV,10000032817
2,Tarjeta credito Master,3,MC,10000036516
3,Prestamos,732,Rotativo,10000289715
1,Tarjeta Credito Visa,96,VIS CL CRO,10000293810
12,Tarjeta Visa,36,VIS PLAV,10000024690
1,Tarjeta Credito Visa,61,CENS CL,10000322655
1,Tarjeta Credito Visa,96,VIS CL CRO,10000030556
12,Tarjeta Visa,84,VIS CLS CS,10000073598
12,Tarjeta Visa,21,VIS INTE AV,10000050656
10,Tarjeta Credito Amex,9,STMX,10000236837
1,Tarjeta Credito Visa,69,PRIVCEN,10000207552
3,Prestamos,732,Rotativo,10000190956
1,Tarjeta Credito Visa,62,CENS G,10000032413
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000035612
1,Tarjeta Credito Visa,62,CENS G,10000263011
3,Prestamos,792,CASTIGO MICROCREDITO,10000329535
200,Productos Banco SFC,216,Creditos de consumo,10000272097
200,Productos Banco SFC,216,Creditos de consumo,10000300715
1,Tarjeta Credito Visa,62,CENS G,10000293911
12,Tarjeta Visa,36,VIS PLAV,10000285027
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000160495
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000180762
1,Tarjeta Credito Visa,73,VIS SIG,10000294193
3,Prestamos,732,Rotativo,10000045984
2,Tarjeta credito Master,83,MCLASH,10000208720
9,TD M Tarjeta Debito Master,547692,TM,10000203134
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000084295
1,Tarjeta Credito Visa,62,CENS G,10000084428
12,Tarjeta Visa,36,VIS PLAV,10000270603
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000237372
3,Prestamos,705,Credicheque (RC) - BAU,10000120835
1,Tarjeta Credito Visa,91,PRPLAT,10000135679
2,Tarjeta credito Master,3,MC,10000216202
10,Tarjeta Credito Amex,9,STMX,10000350108
1,Tarjeta Credito Visa,6,PLTUM,10000042421
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005999
12,Tarjeta Visa,36,VIS PLAV,10000126735
300,Leasing Productos,6500,Leasing  Habitacional,10000054560
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000268268
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000013124
3,Prestamos,741,Libre Inversion,10000136861
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000188083
3,Prestamos,732,Rotativo,10000077827
2,Tarjeta credito Master,7,PLTUM,10000075944
9,TD M Tarjeta Debito Master,525358,MTRO,10000152620
10,Tarjeta Credito Amex,9,STMX,10000016997
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000087383
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000056358
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000268152
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000130581
1,Tarjeta Credito Visa,1,VIS CL,10000082385
1,Tarjeta Credito Visa,94,VLNCLAS,10000291356
12,Tarjeta Visa,21,VIS INTE AV,10000069749
2,Tarjeta credito Master,79,OLM,10000063993
9,TD M Tarjeta Debito Master,525358,MTRO,10000083651
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000277555
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000023858
3,Prestamos,6,Empleado Vivienda  pesos,10000069222
1,Tarjeta Credito Visa,96,VIS CL CRO,10000343192
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000345713
1,Tarjeta Credito Visa,69,PRIVCEN,10000210448
1,Tarjeta Credito Visa,70,VIS BAS TEL,10000216670
12,Tarjeta Visa,82,VIS GOR,10000087868
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000255205
12,Tarjeta Visa,21,VIS INTE AV,10000308578
9,TD M Tarjeta Debito Master,525358,MTRO,10000153400
12,Tarjeta Visa,36,VIS PLAV,10000083030
4,Cuenta de Ahorro,33,CUENTA FIEL,10000128016
1,Tarjeta Credito Visa,15,CLASVISNM,10000035534
2,Tarjeta credito Master,4,MOR,10000156288
12,Tarjeta Visa,36,VIS PLAV,10000159692
1,Tarjeta Credito Visa,91,PRPLAT,10000330385
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000107941
12,Tarjeta Visa,36,VIS PLAV,10000034690
2,Tarjeta credito Master,79,OLM,10000353291
3,Prestamos,740,Libranza Vinculados,10000046392
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000218902
2,Tarjeta credito Master,79,OLM,10000305151
1,Tarjeta Credito Visa,62,CENS G,10000253236
10,Tarjeta Credito Amex,9,STMX,10000029787
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000132015
1,Tarjeta Credito Visa,62,CENS G,10000246115
2,Tarjeta credito Master,57,ORTEP,10000044163
4,Cuenta de Ahorro,33,CUENTA FIEL,10000120231
1,Tarjeta Credito Visa,2,VIS OR,10000023174
1,Tarjeta Credito Visa,1,VIS CL,10000265098
200,Productos Banco SFC,215,Tarjetas de crédito,10000039024
1,Tarjeta Credito Visa,61,CENS CL,10000076170
9,TD M Tarjeta Debito Master,547692,TM,10000151206
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000335701
1,Tarjeta Credito Visa,73,VIS SIG,10000247740
2,Tarjeta credito Master,79,OLM,10000265764
2,Tarjeta credito Master,7,PLTUM,10000105001
12,Tarjeta Visa,36,VIS PLAV,10000235435
3,Prestamos,705,Credicheque (RC) - BAU,10000193473
1,Tarjeta Credito Visa,6,PLTUM,10000305500
4,Cuenta de Ahorro,33,CUENTA FIEL,10000145622
10,Tarjeta Credito Amex,9,STMX,10000350450
3,Prestamos,743,CONSUMO VEHICULO,10000069560
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000344534
2,Tarjeta credito Master,44,MMBL,10000006221
2,Tarjeta credito Master,79,OLM,10000071923
9,TD M Tarjeta Debito Master,525358,MTRO,10000151802
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000016683
3,Prestamos,732,Rotativo,10000092943
200,Productos Banco SFC,201,Cuenta de ahorro,10000040743
300,Leasing Productos,6500,Leasing  Habitacional,10000079113
1,Tarjeta Credito Visa,62,CENS G,10000147498
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000203395
12,Tarjeta Visa,59,VIS GA,10000074308
1,Tarjeta Credito Visa,62,CENS G,10000166182
3,Prestamos,732,Rotativo,10000257276
1,Tarjeta Credito Visa,6,PLTUM,10000074744
1,Tarjeta Credito Visa,1,VIS CL,10000024680
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000161943
2,Tarjeta credito Master,10,MASBCK,10000351706
7,CDTS,3,CDT < 6 MESES PESOS T.F 365,10000026269
1,Tarjeta Credito Visa,62,CENS G,10000010873
1,Tarjeta Credito Visa,2,VIS OR,10000230053
2,Tarjeta credito Master,7,PLTUM,10000225990
2,Tarjeta credito Master,29,MASPLAD,10000057101
3,Prestamos,705,Credicheque (RC) - BAU,10000030396
1,Tarjeta Credito Visa,61,CENS CL,10000037860
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000017787
12,Tarjeta Visa,36,VIS PLAV,10000249962
10,Tarjeta Credito Amex,9,STMX,10000035200
1,Tarjeta Credito Visa,94,VLNCLAS,10000074299
1,Tarjeta Credito Visa,62,CENS G,10000166274
3,Prestamos,706,Credicheque (RC) - BALCON,10000047427
2,Tarjeta credito Master,3,MC,10000098502
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000170014
1,Tarjeta Credito Visa,2,VIS OR,10000076677
3,Prestamos,756,Unificaciones consumo,10000020497
1,Tarjeta Credito Visa,61,CENS CL,10000254977
1,Tarjeta Credito Visa,94,VLNCLAS,10000019999
3,Prestamos,741,Libre Inversion,10000010335
12,Tarjeta Visa,36,VIS PLAV,10000147110
9,TD M Tarjeta Debito Master,525358,MTRO,10000152865
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000119086
12,Tarjeta Visa,21,VIS INTE AV,10000023089
1,Tarjeta Credito Visa,78,VIS INTE,10000169371
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006347
3,Prestamos,705,Credicheque (RC) - BAU,10000181698
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000173430
2,Tarjeta credito Master,3,MC,10000187418
9,TD M Tarjeta Debito Master,525358,MTRO,10000152879
12,Tarjeta Visa,36,VIS PLAV,10000261925
2,Tarjeta credito Master,39,MASPEP,10000074824
1,Tarjeta Credito Visa,96,VIS CL CRO,10000259336
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000014132
2,Tarjeta credito Master,3,MC,10000342313
3,Prestamos,732,Rotativo,10000050041
1,Tarjeta Credito Visa,61,CENS CL,10000166627
2,Tarjeta credito Master,7,PLTUM,10000165180
1,Tarjeta Credito Visa,62,CENS G,10000131968
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000209975
1,Tarjeta Credito Visa,94,VLNCLAS,10000101866
90,No Vinculados,90,no vinculados,10000279084
3,Prestamos,743,CONSUMO VEHICULO,10000298093
2,Tarjeta credito Master,47,MGADV,10000242667
12,Tarjeta Visa,36,VIS PLAV,10000154234
1,Tarjeta Credito Visa,94,VLNCLAS,10000090530
12,Tarjeta Visa,21,VIS INTE AV,10000239260
5,Cuenta Corriente,52,CUENTA CORRIENTE P.JURIDICA,10000169546
1,Tarjeta Credito Visa,70,VIS BAS TEL,10000353183
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000149709
2,Tarjeta credito Master,10,MASBCK,10000225746
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003416
1,Tarjeta Credito Visa,1,VIS CL,10000230972
2,Tarjeta credito Master,90,CASTMP,10000291304
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000003196
3,Prestamos,700,Instalamento- Ref,10000209707
3,Prestamos,741,Libre Inversion,10000300636
1,Tarjeta Credito Visa,61,CENS CL,10000254489
2,Tarjeta credito Master,57,ORTEP,10000270692
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000335254
2,Tarjeta credito Master,70,PAN,10000093550
12,Tarjeta Visa,21,VIS INTE AV,10000031703
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000338356
12,Tarjeta Visa,36,VIS PLAV,10000073909
1,Tarjeta Credito Visa,2,VIS OR,10000104053
2,Tarjeta credito Master,79,OLM,10000260591
1,Tarjeta Credito Visa,62,CENS G,10000278613
1,Tarjeta Credito Visa,1,VIS CL,10000245932
12,Tarjeta Visa,84,VIS CLS CS,10000048338
12,Tarjeta Visa,36,VIS PLAV,10000105248
9,TD M Tarjeta Debito Master,525358,MTRO,10000071964
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000112557
1,Tarjeta Credito Visa,97,VORCL,10000285147
1,Tarjeta Credito Visa,94,VLNCLAS,10000022761
1,Tarjeta Credito Visa,62,CENS G,10000165075
2,Tarjeta credito Master,58,MGRWDS,10000346697
4,Cuenta de Ahorro,111,CTA AH SAVING ESPECIAL1,10000178261
12,Tarjeta Visa,21,VIS INTE AV,10000332353
200,Productos Banco SFC,213,Créditos de vivienda,10000040688
1,Tarjeta Credito Visa,96,VIS CL CRO,10000095767
1,Tarjeta Credito Visa,96,VIS CL CRO,10000015036
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000011941
4,Cuenta de Ahorro,33,CUENTA FIEL,10000113531
300,Leasing Productos,6300,Leasing Inmobiliario PN,10000000025
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000335644
2,Tarjeta credito Master,79,OLM,10000229775
1,Tarjeta Credito Visa,62,CENS G,10000040900
1,Tarjeta Credito Visa,1,VIS CL,10000214173
1,Tarjeta Credito Visa,66,CSET,10000169692
12,Tarjeta Visa,36,VIS PLAV,10000021202
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000037792
1,Tarjeta Credito Visa,6,PLTUM,10000088222
2,Tarjeta credito Master,83,MCLASH,10000020248
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000179371
2,Tarjeta credito Master,58,MGRWDS,10000081121
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000286083
12,Tarjeta Visa,36,VIS PLAV,10000225721
2,Tarjeta credito Master,76,MBCLR,10000129181
12,Tarjeta Visa,36,VIS PLAV,10000357235
1,Tarjeta Credito Visa,60,ORCAF,10000142536
3,Prestamos,705,Credicheque (RC) - BAU,10000029668
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000215454
1,Tarjeta Credito Visa,62,CENS G,10000258791
2,Tarjeta credito Master,79,OLM,10000106716
1,Tarjeta Credito Visa,62,CENS G,10000260992
12,Tarjeta Visa,36,VIS PLAV,10000311008
10,Tarjeta Credito Amex,9,STMX,10000243050
1,Tarjeta Credito Visa,63,VIS CAFN,10000306207
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000344312
2,Tarjeta credito Master,44,MMBL,10000185740
12,Tarjeta Visa,21,VIS INTE AV,10000055194
1,Tarjeta Credito Visa,1,VIS CL,10000107967
5,Cuenta Corriente,58,MULTIPRESTAMO ROTATIVO,10000163745
1,Tarjeta Credito Visa,62,CENS G,10000050298
7,CDTS,7,CDT >= 12 Y < 18 PESOS T.F 365,10000037117
2,Tarjeta credito Master,7,PLTUM,10000069288
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000333840
10,Tarjeta Credito Amex,9,STMX,10000345114
9,TD M Tarjeta Debito Master,525358,MTRO,10000221643
1,Tarjeta Credito Visa,63,VIS CAFN,10000102096
12,Tarjeta Visa,36,VIS PLAV,10000323435
2,Tarjeta credito Master,4,MOR,10000156962
12,Tarjeta Visa,36,VIS PLAV,10000290484
2,Tarjeta credito Master,74,MASORCL,10000084803
1,Tarjeta Credito Visa,62,CENS G,10000314206
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000263590
12,Tarjeta Visa,36,VIS PLAV,10000044276
2,Tarjeta credito Master,83,MCLASH,10000316694
3,Prestamos,449,Vvda Vis Pesos Sin Beneficio,10000135828
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000119096
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000182213
1,Tarjeta Credito Visa,2,VIS OR,10000145727
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000164483
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000255572
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000113690
300,Leasing Productos,6500,Leasing  Habitacional,10000328051
1,Tarjeta Credito Visa,96,VIS CL CRO,10000029256
1,Tarjeta Credito Visa,62,CENS G,10000240620
2,Tarjeta credito Master,4,MOR,10000161007
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000267089
12,Tarjeta Visa,36,VIS PLAV,10000248139
3,Prestamos,741,Libre Inversion,10000123265
1,Tarjeta Credito Visa,62,CENS G,10000013984
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000170316
1,Tarjeta Credito Visa,61,CENS CL,10000214773
12,Tarjeta Visa,36,VIS PLAV,10000186547
9,TD M Tarjeta Debito Master,525358,MTRO,10000266880
1,Tarjeta Credito Visa,62,CENS G,10000253806
12,Tarjeta Visa,36,VIS PLAV,10000124955
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000251725
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000134496
12,Tarjeta Visa,36,VIS PLAV,10000084526
7,CDTS,3,CDT < 6 MESES PESOS T.F 365,10000136503
12,Tarjeta Visa,36,VIS PLAV,10000204422
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000147580
1,Tarjeta Credito Visa,62,CENS G,10000272023
6,DAC  Domiciliaciòn,68,CRÉDITO DE CONSUMO-REINTENTOS,10000342817
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000017040
12,Tarjeta Visa,36,VIS PLAV,10000073169
1,Tarjeta Credito Visa,73,VIS SIG,10000080441
4,Cuenta de Ahorro,33,CUENTA FIEL,10000284376
12,Tarjeta Visa,36,VIS PLAV,10000148419
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000177959
12,Tarjeta Visa,36,VIS PLAV,10000052189
1,Tarjeta Credito Visa,62,CENS G,10000185076
1,Tarjeta Credito Visa,63,VIS CAFN,10000107623
4,Cuenta de Ahorro,45,CTA AH NOMINA 1A1,10000340795
12,Tarjeta Visa,36,VIS PLAV,10000081560
2,Tarjeta credito Master,79,OLM,10000248636
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000049405
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000078391
12,Tarjeta Visa,21,VIS INTE AV,10000272359
4,Cuenta de Ahorro,33,CUENTA FIEL,10000119178
12,Tarjeta Visa,36,VIS PLAV,10000055264
1,Tarjeta Credito Visa,62,CENS G,10000312414
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000053449
12,Tarjeta Visa,21,VIS INTE AV,10000248490
12,Tarjeta Visa,21,VIS INTE AV,10000078104
12,Tarjeta Visa,36,VIS PLAV,10000223115
9,TD M Tarjeta Debito Master,525358,MTRO,10000336631
12,Tarjeta Visa,36,VIS PLAV,10000067005
